"Pos";"Age";"Tm";"G";"GS";"MP";"X3P.";"X2P";"X2PA";"X2P.";"FT";"FTA";"FT.";"ORB";"DRB";"TRB";"AST";"STL";"BLK";"TOV";"PF";"PTS"
"SG";23;"PHO";70;70;35.9;35.4;6.9;12.6;54.9;6.7;7.3;91.9;0.4;3.8;4.2;6.5;0.7;0.3;3.8;3;26.6
"PF";27;"TOR";62;0;13.2;32.2;1.7;2.9;56.9;1.5;1.9;78.4;1.7;2.7;4.5;0.4;0.4;1;0.5;1.8;6.6
"SG";21;"IND";6;1;5.2;0;0.5;1.3;37.5;0;0;NA;0.2;1;1.2;0;0;0.2;0.2;0.5;1
"PG";22;"GSW";45;12;22.6;30.8;2.2;4.8;47.2;0.8;0.9;82.9;0.5;2.2;2.7;2.9;1;0.2;1.6;2.3;7.4
"SG";29;"LAL";49;44;24.2;36.4;2.2;4.3;51;0.4;0.5;83.3;0.4;2;2.3;1.3;0.9;0.1;1;2.2;8.6
"C";22;"UTA";58;3;11.4;100;2.1;3.2;66.1;0.5;0.8;65.2;1.9;2.7;4.6;0.4;0.2;0.6;0.5;2;4.9
"PF";23;"UTA";9;0;10.7;23.1;0.8;1.7;46.7;0.1;0.2;50;0.2;2;2.2;1.2;0.3;0.6;0.8;0.8;2.7
"SF";21;"NYK";9;0;5.9;11.1;0.6;1.4;38.5;0.4;0.6;80;0.2;0.3;0.6;0.4;0;0.1;0.2;0.3;1.9
"SG";33;"SAC";5;0;6.6;0;0.4;0.6;66.7;0.2;0.6;33.3;0.4;1.2;1.6;0.4;0.8;0;0.4;1.4;1
"SF";23;"PHO";73;32;28;36.1;2.4;4;61;1.4;1.7;84.4;0.9;3.1;4;1.8;1.4;0.6;1;2.2;9.1
"SF";21;"CHO";65;64;30.7;33;3.4;7;48.6;1.6;2;80.9;1.4;4.2;5.6;1.8;0.6;0.7;1.5;2;13
"SF";21;"TOR";19;0;7.1;20;0.5;1.1;47.6;0.4;0.5;80;0.5;0.9;1.4;0.4;0.2;0.1;0.4;0.9;1.9
"SG";29;"DAL";17;1;10.6;39.2;0.1;0.5;25;0.4;0.5;87.5;0.3;2.2;2.5;0.6;0.3;0.2;0.4;0.9;4.2
"PG";27;"IND";54;54;30.9;32.6;4.6;9.5;48.8;3.1;3.4;89.2;0.9;4;4.9;7.1;0.6;0.2;2.4;1.8;16.5
"SG";24;"MEM";73;73;28.9;35.8;3.9;9;43.8;2.2;2.8;80.8;0.9;2.4;3.3;2.1;0.9;0.4;1.7;3.8;16.2
"SG";23;"DET";58;43;28.2;34.4;2.8;6.1;47;1.5;2.1;73.9;1.1;3.7;4.7;4;1.1;0.5;1.7;2.8;8.9
"SG";22;"ATL";10;0;4;33.3;0.3;1;30;0.5;0.5;100;0.2;0.2;0.4;0.2;0.2;0.2;0.3;0.3;2
"SF";23;"BOS";57;57;33.9;38.2;5.2;9.6;54.3;3.1;4.3;72.4;1.1;5.3;6.4;2.1;1.1;0.4;2.2;2.9;20.3
"C";20;"POR";9;0;3.7;NA;0.4;1.1;40;0.3;0.9;37.5;0.3;1.2;1.6;0.1;0.1;0.1;0.3;0.8;1.2
"SF";24;"MIL";52;1;14.8;32.4;1;2.3;42.5;0.6;0.8;80;0.6;2.9;3.5;1;0.6;0.1;0.8;1;5.1
"SG";20;"WAS";69;22;25.8;34.1;3.1;6.4;47.9;1.6;2;78.4;1.1;4.4;5.6;2.6;1.2;0.1;1.1;1.9;10.4
"PG";23;"DAL";57;16;17.9;35.8;2.4;4.7;51.5;1.1;1.3;81.3;0.4;2;2.4;3.3;0.4;0.1;1.2;1.3;8.2
"C";22;"WAS";46;36;24.9;40.7;4.5;7.1;63;1.9;2.5;74.1;2.1;5.1;7.2;1.8;0.5;1.1;1.2;2.2;13.2
"SG";28;"NYK";29;19;23.6;33.3;1.8;3.9;46.9;0.6;0.7;81;0.4;1.9;2.3;1.4;0.9;0.1;0.7;1.9;8.1
"PG";27;"TOT";33;1;15.8;42.7;1.9;4.1;46.3;0.7;0.9;79.3;0.5;1;1.5;2.5;0.5;0.1;0.6;1;7.4
"PG";27;"PHI";25;0;13.2;42.1;1.7;3.6;48.3;0.5;0.7;72.2;0.6;0.8;1.4;2.1;0.3;0;0.5;0.8;5.9
"SG";28;"TOT";66;19;26.6;38.5;3.1;7.1;43.9;3.6;4;88.7;0.7;3.5;4.3;2.9;0.9;0.3;1.4;1.9;15
"SG";28;"GSW";48;18;29;37.5;3.3;7.9;42.4;4.2;4.7;89.7;0.8;3.9;4.7;3.1;1;0.4;1.6;2.2;16.1
"SG";28;"PHI";18;1;20.2;41.6;2.5;5;50;1.9;2.3;82.9;0.6;2.5;3.1;2.1;0.7;0;0.8;1.2;12.2
"SG";26;"OKC";39;0;9.1;18.9;0.8;1.8;45.8;0.2;0.4;57.1;0.2;1.3;1.5;0.4;0.2;0.3;0.5;0.9;2.7
"SF";30;"MIA";58;58;33.8;24.4;5.4;11;49.5;7.6;9.1;83.4;1.8;4.8;6.7;6;1.8;0.6;2.2;1.4;19.9
"C";24;"TOT";30;0;8.1;18.2;1.1;1.9;57.1;0.3;0.3;88.9;0.8;1.2;2;0.4;0.5;0.6;0.4;1;3
"C";24;"MEM";22;0;8.7;16;1.1;2;54.5;0.1;0.1;66.7;0.8;1.2;2;0.5;0.5;0.5;0.3;1;2.8
"C";24;"HOU";8;0;6.5;25;1;1.5;66.7;0.8;0.8;100;0.8;1.3;2;0.3;0.6;0.6;0.8;1;3.5
"C";23;"LAL";1;0;9;NA;3;6;50;0;0;NA;2;3;5;1;0;0;0;0;6
"SG";26;"LAL";69;26;25.5;38.5;2.1;3.9;54.1;1.1;1.5;77.5;0.6;1.5;2.1;1.6;0.8;0.2;0.9;1.9;9.3
"C";25;"HOU";39;39;32.8;NA;6.3;9.9;62.9;1.4;2.7;52.9;4.3;9.5;13.8;1.2;0.8;1.8;1.6;2.6;13.9
"SF-PF";33;"TOT";24;0;12.1;24.2;0.7;1.4;51.5;1.2;1.8;69;0.5;1.8;2.3;1;0.3;0.2;0.7;1.3;3.6
"SF";33;"SAS";15;0;9;23.1;0.4;1.1;37.5;0.8;1.3;60;0.5;1.6;2.1;0.7;0.1;0.1;0.7;1.3;2.2
"PF";33;"HOU";9;0;17.2;25;1.2;1.9;64.7;1.9;2.4;77.3;0.6;2.1;2.7;1.6;0.7;0.3;0.8;1.3;6
"SF";43;"ATL";60;0;14.6;30.2;0.8;1.7;45.1;0.4;0.5;79.3;0.3;1.8;2.1;0.8;0.4;0.4;0.6;1.5;5
"C";20;"CHI";43;43;29.2;20.7;4.1;7.3;56.4;2.6;3.5;73.7;3.2;6.2;9.4;1.2;0.8;0.8;1.7;3.8;11.3
"SG";28;"ORL";45;0;18.5;29.3;2;4.1;48.1;1.8;2.1;83.2;1;2.2;3.3;2.4;1.1;0.5;1.2;1.9;7.2
"PG";25;"LAL";64;2;18.4;33.3;1.3;2.7;46.8;1.1;1.5;73.4;0.3;1.7;1.9;1.9;1.1;0.3;0.8;1.5;5.5
"C";26;"TOT";54;39;20.3;0;3.2;5.6;58.1;0.7;1.2;60.6;1.6;4.3;5.8;1.3;0.9;1.1;0.7;2.2;7.2
"C";26;"GSW";41;37;22.9;NA;3.5;6.3;56;0.9;1.4;61.4;1.7;4.5;6.2;1.5;1.1;1.2;0.9;2.5;7.9
"C";26;"DAL";13;2;12.1;0;2.4;3.4;70.5;0.4;0.7;55.6;1;3.6;4.6;0.8;0.3;0.8;0.4;1.5;5.2
"C";37;"HOU";26;5;8.4;NA;0.5;0.7;77.8;0.2;0.5;46.2;1;1.6;2.5;0.2;0.2;0.3;0.3;1.2;1.3
"SF";32;"BRK";35;3;21;30.6;1.1;1.8;59.7;0.6;0.7;87;0.3;3.8;4.1;1.1;0.5;0.3;1;2.3;5.9
"PG";24;"CHO";4;0;8.3;0;0;0.8;0;0.5;0.5;100;0;0;0;0.3;1;0;0.5;0.5;0.5
"SF";24;"NOP";4;0;12.8;0;1.5;2;75;0;0;NA;0.8;1.5;2.3;0.8;0.3;0.3;1;2.5;3
"PG";24;"TOT";28;2;14.3;37.5;1;2.4;41.2;0.2;0.2;100;0.3;1.6;1.9;3;0.8;0.1;1.1;1.3;5.1
"PG";24;"BRK";18;2;15.4;35.7;1.4;2.8;50;0.3;0.3;100;0.5;1.6;2.1;3.1;0.6;0.1;1.3;1.4;6.4
"PF";25;"TOT";42;5;13.5;35.1;0.4;0.5;68.2;0.2;0.2;90;0.9;1.7;2.6;0.4;0.1;0.5;0.2;1.1;3.7
"PF";25;"HOU";18;0;11.8;35.3;0.3;0.4;62.5;0.3;0.4;85.7;0.6;1.6;2.2;0.7;0.1;0.4;0.1;1.2;3.9
"PF";25;"ORL";24;5;14.8;35;0.4;0.6;71.4;0.1;0.1;100;1.1;1.8;2.9;0.2;0.2;0.6;0.3;1;3.6
"PF";23;"MEM";58;4;22.4;35.9;4.7;7.2;65.8;1.5;1.9;75.9;1.6;4.4;5.9;1.4;0.6;0.8;0.9;1.7;12.1
"SG";27;"TOT";71;2;24;36.8;3.4;6.4;53.3;1.9;2.3;83.6;0.7;1.9;2.6;1.9;0.6;0.2;1.4;1.5;15.2
"SG";27;"CLE";29;0;23;37.1;2.9;5.8;50.9;2.6;3;88.4;0.7;1.7;2.4;2.4;0.6;0.3;1.3;1.1;14.6
"SG";27;"UTA";42;2;24.7;36.6;3.7;6.8;54.7;1.5;1.9;78.5;0.7;2.1;2.8;1.6;0.7;0.2;1.4;1.8;15.6
"PF";20;"BRK";15;0;12.5;14.3;1.7;2.7;63.4;0.7;1.4;52.4;1.3;1.7;2.9;1.1;0.1;0.5;0.6;0.9;4.4
"SG";22;"HOU";33;0;8.8;34.6;0.6;1.1;57.1;0.3;0.3;90.9;0.1;0.8;0.9;0.8;0.3;0.2;0.6;0.8;4.9
"SG";25;"DAL";11;0;4.2;0;0.4;1;36.4;0.3;0.5;60;0.2;0.5;0.6;0.1;0.1;0.3;0.2;0.7;1
"SG";22;"LAC";18;1;8.8;31.6;0.9;1.9;48.6;0.3;0.6;54.5;0.2;0.7;0.9;0.8;0.3;0.1;0.4;1.1;3.2
"PF";22;"ATL";41;41;33.2;40.1;7.2;11.2;64.2;2.9;3.7;80;2.8;7.3;10.1;1.5;0.8;1.6;1.8;3.4;21.6
"PF";22;"POR";11;11;26.4;36.8;2.3;4.5;51;0.5;0.7;75;2.3;4;6.3;1.5;0.5;0.5;1.3;3.3;7
"PG";32;"UTA";47;41;29;37.5;2.9;6.6;43.7;2.4;3;82.7;0.7;2.5;3.2;4.4;0.8;0.1;2;2.2;14.4
"SG";27;"MIL";67;4;18.6;33.1;1.2;2;60.7;0.5;0.6;77.5;0.9;3.3;4.2;1.6;0.4;0.5;0.8;1;5.4
"PG";26;"LAL";44;1;11.5;36.5;1.4;2.9;46.5;0.3;0.3;78.6;0.3;0.9;1.2;1.1;0.3;0;0.8;0.6;5.1
"PF";22;"TOT";13;0;4.2;NA;0.6;0.9;66.7;0.5;0.6;87.5;0.5;0.6;1.1;0.1;0.2;0;0.2;0.4;1.8
"PF";22;"CLE";11;0;3.2;NA;0.6;0.9;70;0.5;0.5;83.3;0.4;0.5;0.9;0.1;0.1;0;0.1;0.4;1.7
"PF";22;"DEN";2;0;9.5;NA;0.5;1;50;1;1;100;1;1;2;0;1;0;1;0.5;2
"PF-C";29;"TOT";70;68;30.5;33.5;2.1;3.5;59.3;1.4;1.8;79.8;0.9;5.7;6.6;1.3;1.6;1.3;1.5;3.1;12.4
"PF";29;"MIN";48;47;29.4;34.6;2.3;3.8;58.7;1.6;2;79.8;0.8;5.2;6;1.2;1.7;0.9;1.5;3.1;12.8
"SG";27;"ATL";28;1;18.6;32.3;0.8;1.8;44;0.3;0.4;75;0.4;2;2.3;1;0.5;0.1;0.4;1.3;5.1
"SG";27;"MIN";9;0;14.6;23.1;0.6;0.9;62.5;0.1;0.2;50;0.1;1.2;1.3;0.6;0;0;0.6;1.2;3.2
"SG";39;"BRK";1;0;6;50;1;2;50;0;0;NA;0;0;0;3;0;0;0;1;5
"SF";29;"TOT";65;53;28.8;34.3;1.4;2.6;53.8;1.5;1.9;77.6;0.8;5.1;5.9;2.5;1.1;0.4;1.1;2.2;10.5
"SF";29;"MEM";45;45;29.4;29.3;1.5;3;51.9;1.7;2.1;78.9;0.9;5.3;6.2;2.8;1;0.3;1.2;1.9;9.9
"SG";20;"MIN";63;35;23.9;29.9;2.6;5.5;47.1;0.9;1.9;46.2;1.1;2.3;3.4;1.7;0.9;0.6;1.3;2;9.2
"SG";29;"DAL";64;25;24.6;45.2;2.2;4;54.9;1.3;1.5;82.5;0.4;1.8;2.3;1.9;0.6;0.1;1;1.8;12.4
"PG";31;"GSW";5;5;27.8;24.5;4.2;6.6;63.6;5.2;5.2;100;0.8;4.4;5.2;6.6;1;0.4;3.2;2.2;20.8
"SG";28;"TOT";47;0;11.3;34.8;0.6;1.1;48.1;0.2;0.3;62.5;0.3;0.9;1.1;0.4;0.2;0.1;0.3;0.8;4.3
"SG";28;"LAL";41;0;11.1;35.7;0.5;1.1;47.8;0.2;0.4;62.5;0.3;0.8;1.1;0.3;0.2;0.1;0.2;0.7;4.2
"SG";28;"DEN";6;0;12.7;30;0.7;1.3;50;0;0;NA;0;1;1;0.5;0.5;0;0.5;1.2;4.3
"PF";26;"LAL";62;62;34.4;33;7.7;14.2;54.6;7.2;8.5;84.6;2.3;7;9.3;3.2;1.5;2.3;2.5;2.5;26.1
"C";30;"UTA";28;1;10.8;NA;0.8;1.6;47.8;0.3;0.5;50;1.3;2.5;3.8;0.4;0.4;0.3;0.5;2.2;1.8
"SG";22;"TOR";72;4;16.8;38.8;1.5;2.7;54.1;0.7;0.8;86.4;0.7;2.6;3.3;1.6;0.5;0.2;1.1;1.7;7.5
"C";30;"TOT";44;18;17.6;20.6;1.8;3.4;54.1;0.7;0.8;83.3;1.4;4.3;5.7;0.5;0.6;0.9;1.3;3;5.8
"C";30;"SAC";34;10;15.9;19.7;1.6;2.9;55;0.7;0.8;82.1;1.4;3.6;4.9;0.4;0.4;0.8;1.4;2.7;5.1
"C";30;"ATL";10;8;23.3;22.2;2.5;4.8;52.1;0.7;0.8;87.5;1.4;6.8;8.2;0.7;1;1.5;1;4;8.1
"PG";29;"CLE";57;4;14.4;23.1;0.7;1.5;48.8;0.6;0.6;86.5;0.3;1;1.3;3.2;0.4;0;1;1.4;3.1
"SF";30;"SAS";68;68;34.1;25.7;8.1;14.9;54;5.6;6.6;84.5;0.6;4.9;5.5;5.6;1;0.3;2.4;2.6;22.1
"C";23;"PHO";47;2;10.2;33.3;1.9;3;65.5;0.7;0.8;87.2;0.6;2.1;2.8;0.5;0.2;0.3;0.7;1.2;4.7
"SF";21;"OKC";46;3;19.5;28.1;2.5;5.2;48.5;0.8;1.4;60.3;1;2.7;3.6;0.8;0.8;0.2;1.1;2.2;6.9
"C";30;"TOT";63;17;17.4;35.5;1.8;3.4;52.8;1.2;1.6;77.2;1.4;4.2;5.6;1.2;0.8;0.9;1;2;7.4
"C";30;"MIN";46;17;16.9;38.3;1.7;3.4;49.7;1;1.3;79.7;1.6;4;5.6;1.3;0.8;0.9;1;1.9;7.4
"C";30;"MEM";17;0;18.7;25;2;3.2;61.8;1.8;2.5;73.8;1.1;4.7;5.8;0.9;0.8;1;0.9;2.1;7.2
"SG";26;"BRK";64;49;31.2;30.8;4.7;9.7;48.5;5.4;7;77.8;0.5;3;3.5;6.8;0.6;0.3;2.7;2.8;20.6
"SG";20;"OKC";36;28;22.8;29.7;1.6;3.3;47.9;1.2;1.5;79.2;0.7;1.6;2.3;0.8;0.9;0.1;0.6;2.7;6.8
"SG";25;"NYK";48;0;17.4;36.2;1.3;2.6;48;0.5;0.7;66.7;0.2;1.7;1.9;1.2;0.5;0.1;0.4;0.9;6.7
"SF";19;"DET";38;19;19.8;28.6;1.7;3.6;46.4;0.8;1.2;67.4;0.5;2.6;3.1;0.5;0.5;0.2;0.9;2.1;6.4
"PG";23;"DEN";29;0;14.2;34.7;1.7;3.7;44.4;0.7;1;72.4;0.3;1.6;1.9;2.2;0.5;0.2;0.9;1.6;5.8
"PG";33;"MIA";59;3;28.2;36.7;3.3;6.5;50.5;3.2;4.2;77.6;0.5;2.7;3.2;5.1;0.7;0.2;2.4;2.1;16.2
"C";26;"TOT";57;56;33;14.3;7.2;13.1;55.1;3;5.2;57.5;4.4;10.8;15.2;2.7;1.9;1.6;3.6;3.5;17.7
"C";26;"DET";49;48;33.8;4.8;7.3;13.4;54.6;3;5.2;58.4;4.6;11.2;15.8;2.8;2;1.7;3.6;3.6;17.8
"C";26;"CLE";8;8;28.1;28.6;6.8;11.4;59.3;2.5;4.9;51.3;3;8.1;11.1;1.8;1.5;1.4;3.6;3.1;17.5
"SF";34;"LAL";45;1;8.1;42.9;0.1;0.4;33.3;0;0;100;0.1;1;1.2;0.6;0.3;0.1;0.2;0.9;1.5
"PG";25;"CHI";51;32;24.9;25.9;2.4;4.5;53.5;0.8;1.1;74.1;0.5;3.2;3.6;3.4;2;0.3;1.3;3.1;7.3
"SG";21;"BOS";37;0;9.5;31.6;0.5;1.4;34.6;0.4;0.5;68.4;0.2;1.1;1.3;0.6;0.3;0.1;0.4;0.9;3.3
"PF";23;"BRK";5;0;3;0;0.2;0.6;33.3;0;0;NA;0.4;0.8;1.2;0.2;0;0;0;0.2;0.4
"SG";32;"NYK";36;1;15.5;35;0.3;0.9;35.5;0.3;0.4;84.6;0.1;1.7;1.8;1.2;0.4;0.1;0.5;1.1;5.1
"C";25;"PHI";51;51;29.5;33.1;6.4;12.3;51.7;6.9;8.5;80.7;2.8;8.9;11.6;3;0.9;1.3;3.1;3.4;23
"SF";29;"TOT";69;18;18.3;32.5;1.5;2.8;55.3;1.1;1.4;80.6;1;2.5;3.6;0.9;0.5;0.3;0.8;2;6.6
"SF";29;"PHI";49;0;15.8;34.9;1.3;2.4;52.5;1;1.2;78.7;1;2.1;3.1;0.8;0.5;0.3;0.6;1.7;5.8
"SF";29;"ORL";20;18;24.5;28.6;2.1;3.5;60;1.6;1.9;83.8;1.2;3.6;4.8;1.1;0.6;0.4;1.4;2.6;8.5
"PF";22;"SAS";22;3;12.4;100;1.9;3;63.6;0.9;1.2;76.9;1.3;2.6;3.9;0.7;0.2;0.8;1;1.7;4.9
"SG";22;"TOT";29;1;14.4;33.3;1.1;3.3;33.7;0.9;1;86.2;0.3;1.1;1.4;1.1;0.4;0.4;0.9;1.4;4.4
"SG";22;"GSW";27;1;15.3;34.2;1.2;3.5;33.7;0.9;1.1;86.2;0.3;1.2;1.5;1.1;0.4;0.4;0.9;1.5;4.7
"SG";22;"MIN";2;0;2;0;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0
"SG";24;"TOT";35;1;13.9;34.9;1.2;2.2;53.9;0.9;1.2;74.4;0.3;1.6;1.9;1.1;0.4;0.2;0.9;1.1;4.5
"SG";24;"UTA";11;0;7.5;33.3;0.7;1.5;47.1;0.2;0.2;100;0.3;0.8;1.1;0.6;0.1;0.2;0.9;0.7;2.2
"SG";24;"CLE";24;1;16.8;35.1;1.4;2.5;55.9;1.3;1.7;73.2;0.4;1.9;2.3;1.4;0.5;0.3;0.9;1.3;5.6
"C";24;"BOS";7;0;4.7;NA;1.6;2;78.6;0.1;0.4;33.3;0.1;2;2.1;0.1;0.1;0.6;0.4;1;3.3
"C";28;"NOP";51;49;24.4;14.3;4.1;6.5;62.7;0.8;1.4;56.3;3.2;6.6;9.8;1.6;0.6;0.9;1.1;2.1;9
"PF";27;"CHI";22;0;17.5;0;1.5;2.4;65.4;0.8;1;78.3;2.5;2.1;4.6;0.7;0.5;0.1;0.8;1.5;3.9
"SF";21;"OKC";56;38;22.4;29.2;0.5;0.9;55.8;0.3;0.4;75;0.4;0.9;1.3;0.9;0.5;0.3;0.6;2.8;3.9
"PG";26;"SAC";50;0;10.6;30.4;1.1;2.2;50.5;0.7;0.8;85.7;0.1;0.9;1;1.4;0.4;0.1;0.6;0.8;4.4
"SG";26;"SAS";63;62;25.1;38.8;1.5;3.2;47;1.2;1.4;83.3;0.2;1.8;2;1.7;0.5;0;0.9;1.8;11.2
"SG";27;"ORL";66;66;31.5;39.9;4;7.5;52.7;2.7;3.3;81.8;0.3;2.3;2.6;3.2;1.1;0.2;1.9;2.4;18.5
"PG";22;"SAC";51;49;32;29.2;6.6;12.4;53.5;4.7;6.7;70.5;0.7;3.2;3.8;6.8;1.5;0.5;3.1;2.8;21.1
"SG";23;"ORL";19;0;6.6;50;0.4;0.9;38.9;0.1;0.2;50;0.1;0.4;0.5;0.2;0.5;0.1;0.3;0.6;2.1
"SG";25;"HOU";13;0;11.2;17.4;0.2;0.5;50;0.7;1.1;64.3;0.1;0.7;0.8;0.2;0.2;0;0.4;1.7;2.1
"PG";29;"DET";27;11;13.1;33.3;0.9;2.4;37.5;0.7;0.9;79.2;0.3;0.9;1.2;3.4;0.5;0.1;1.3;1.6;3.6
"PF";22;"TOT";30;1;7.8;30;0.5;0.9;53.6;0.5;0.7;68.2;0.7;1;1.7;0.3;0.4;0.2;0.5;1.3;2.1
"PF";22;"SAC";11;0;5.5;12.5;0.5;0.8;55.6;0.5;0.9;60;0.4;0.5;0.9;0.3;0.3;0.2;0.5;0.6;1.7
"PF";22;"POR";19;1;9.2;41.7;0.5;1;52.6;0.5;0.6;75;0.9;1.3;2.2;0.3;0.4;0.3;0.6;1.7;2.3
"C";21;"CHI";43;7;14.2;NA;2.2;3.1;70.1;0.7;1.4;53.3;1.2;1.3;2.5;0.5;0.3;1.3;0.7;2.3;5.1
"PF";31;"OKC";62;62;29.6;40.5;2.9;6.1;47.6;4.3;4.8;89.3;0.5;4.6;5.2;1.9;0.7;0.1;1.2;1.2;18.7
"SG";28;"DET";66;6;25.8;39.9;1.6;3.2;49.3;1.1;1.3;85.9;0.5;1.8;2.3;1.5;0.7;0.2;0.6;1.5;10.3
"PG";20;"CLE";59;59;30.9;35.5;3;6.8;43.4;1.1;1.2;87.5;0.5;1.4;1.9;3.9;0.7;0.1;2.6;1.6;12.3
"C";35;"TOR";44;43;26.4;38.5;1.4;3;47.3;0.8;1.1;73.5;0.7;5.5;6.3;3.3;0.8;0.9;1.3;2.8;7.5
"SF";29;"LAC";48;48;29.6;41.2;3.9;8.4;46.4;4;4.5;87.6;0.5;5.2;5.7;3.9;1.4;0.4;2.6;2.4;21.5
"C";34;"NYK";62;56;16.5;28.6;2.6;4.4;59.9;0.7;0.9;73.2;1.8;2.5;4.3;0.8;0.4;0.5;0.8;2;6.1
"C";27;"UTA";68;68;34.3;NA;5.7;8.2;69.3;3.7;5.9;63;3.4;10.1;13.5;1.5;0.8;2;1.9;3.2;15.1
"PG";24;"ATL";34;1;12.6;29.9;1.5;3;48.5;0.8;0.9;93.3;0.3;1.8;2.1;1.5;0.4;0.1;0.9;1.3;6.1
"PF";24;"ORL";62;62;32.5;30.8;4.2;8.5;49.4;2.4;3.6;67.4;1.7;5.9;7.7;3.7;0.8;0.6;1.6;2;14.4
"PG";24;"CHO";63;53;35.1;37.3;2.4;6;39.7;3;3.7;82;0.7;2.7;3.4;7.5;1;0.2;2.9;1.8;18.2
"SG";26;"TOT";55;20;16.9;27.5;1;2.2;44.3;0.7;1;64.3;0.9;1.8;2.7;0.8;0.4;0.1;0.5;1.9;4.4
"SG";26;"MIN";33;20;20.1;24.1;1.3;2.8;45.7;0.8;1.1;73;0.9;2.2;3;0.9;0.5;0.1;0.6;2;5.2
"SG";26;"ATL";22;0;12.1;35.1;0.5;1.4;40;0.4;0.9;47.4;1;1.3;2.3;0.7;0.3;0.2;0.5;1.6;3.3
"PF";25;"DEN";71;24;26.6;38.9;2.9;5.4;53.7;2.1;2.8;75;0.8;2.7;3.5;1.2;0.7;0.8;0.9;2.2;12
"PG";27;"WAS";6;0;13.3;25;1.3;3.2;42.1;0.8;1.2;71.4;0.3;0.7;1;1.5;0.2;0.2;0.5;1.8;4.5
"PG";26;"NOP";2;0;11.5;NA;0.5;1;50;0;0;NA;0.5;0.5;1;1;0;0;2.5;0.5;1
"SG";32;"LAL";68;68;24.8;36.7;1.1;2.2;52.4;0.5;0.7;68.8;0.8;2.6;3.3;1.3;1.3;0.5;0.9;2;8
"PF";29;"GSW";43;43;28.4;27.9;2;4.3;46.5;1.5;1.9;75.9;0.5;5.7;6.2;6.2;1.4;0.8;2.3;2.6;8
"PF";29;"LAC";63;1;20.7;38.7;0.9;1.8;51.8;0.6;0.8;75;1.2;4.9;6.2;0.8;0.5;0.4;0.9;2.8;6.8
"SF";26;"BOS";48;2;9.8;27.3;1.1;1.9;58.1;0.6;0.9;66.7;0.5;1.4;1.9;0.5;0.5;0.2;0.5;0.9;3.4
"PF-C";33;"TOT";48;4;20;33.9;2;3.4;60.2;1.5;1.9;80.2;0.5;2.3;2.8;1;0.5;0.4;0.9;1.9;9.4
"PF";33;"UTA";30;2;18.4;32.7;1.4;3;45.1;1.6;2.1;77.8;0.5;2.2;2.7;0.7;0.4;0.3;0.9;1.5;7.8
"C";33;"HOU";18;2;22.6;35.4;3.1;3.9;80;1.3;1.6;85.7;0.6;2.3;2.9;1.7;0.8;0.5;0.8;2.4;12.2
"PF";30;"DET";18;18;28.4;24.3;3.4;7.7;43.9;4.2;5.4;77.6;0.9;3.7;4.7;3.3;0.4;0.4;2.2;1.5;15.5
"SG";24;"MEM";44;0;11;30.1;0.8;1.7;50;0.5;0.6;92.3;0.3;1.3;1.7;1;0.3;0.2;0.8;0.8;3.9
"SG";22;"SAC";3;0;3.3;0;0.7;0.7;100;0;0;NA;0;0.3;0.3;0.3;0;0;0;0.3;1.3
"PF";21;"WAS";48;48;30.1;28.7;4.8;9.5;50;2.4;2.9;82.9;1.6;4.5;6.1;1.8;0.8;0.2;1.1;2.2;13.5
"SG";24;"OKC";11;0;7.4;23.5;0.2;1.2;15.4;0.4;0.7;50;0.2;0.5;0.6;1.2;0.4;0.1;0.5;0.5;1.8
"PF";22;"TOT";9;0;14.8;NA;1.7;2.4;68.2;1;2;50;1.6;2.7;4.2;0.4;0.3;0.7;0.6;2.6;4.3
"PF";22;"DET";4;0;12;NA;0.3;1;25;1;1.5;66.7;1.5;2.3;3.8;0.5;0.3;0.3;0.5;2.3;1.5
"PF";22;"BRK";5;0;17;NA;2.8;3.6;77.8;1;2.4;41.7;1.6;3;4.6;0.4;0.4;1;0.6;2.8;6.6
"SG";26;"MEM";2;0;6.5;66.7;1;3;33.3;1;1;100;0;0.5;0.5;0;0;0;0;0.5;6
"SG";30;"HOU";68;68;36.5;35.5;5.5;9.9;55.6;10.2;11.8;86.5;1;5.5;6.6;7.5;1.8;0.9;4.5;3.3;34.3
"SF";26;"TOT";62;48;23;34.7;1.7;3;58.4;0.6;1.1;59.1;0.9;3;3.9;1.1;0.9;0.5;0.9;2.4;5.8
"SF";26;"LAC";50;38;22.8;37;1.7;2.9;59;0.5;0.8;57.1;0.9;3.1;4;1;1;0.6;0.9;2.4;5.5
"SF";26;"NYK";12;10;23.8;28;1.9;3.4;56.1;1.3;2;62.5;0.7;2.7;3.3;1.7;0.8;0.3;0.6;2.3;6.8
"PG";22;"PHO";3;0;2.7;0;0.3;0.7;50;0;0;NA;0;0;0;0;0;0;0;0;0.7
"C";26;"LAC";63;2;27.8;0;7.5;12.6;59.3;3.7;5.6;65.8;2.6;4.5;7.1;1.7;0.6;1.1;1.7;2.3;18.6
"SG";25;"DEN";56;55;31.8;33.3;2.6;5.5;47.9;1.3;1.6;81.5;0.5;2.4;2.9;2.1;1.4;0.3;1.1;2.1;10.4
